filename,index,quality,bpp_dct,bpp_jpeg,jpeg_quality_used,compression_ratio,sigma_adaptive,psnr_dct,ssim_dct,lpips_dct,kurt_dct,sigma_r_dct,tail_frac_dct,psnr_dncnn_pq,ssim_dncnn_pq,lpips_dncnn_pq,kurt_dncnn_pq,kurt_exc_dncnn_pq,sigma_r_dncnn_pq,skew_dncnn_pq,tail_frac_dncnn_pq,gain_psnr_dncnn_pq,psnr_dncnn_gl,ssim_dncnn_gl,lpips_dncnn_gl,kurt_dncnn_gl,kurt_exc_dncnn_gl,sigma_r_dncnn_gl,skew_dncnn_gl,tail_frac_dncnn_gl,gain_psnr_dncnn_gl,psnr_ffdnet_pq,ssim_ffdnet_pq,lpips_ffdnet_pq,kurt_ffdnet_pq,kurt_exc_ffdnet_pq,sigma_r_ffdnet_pq,skew_ffdnet_pq,tail_frac_ffdnet_pq,gain_psnr_ffdnet_pq,psnr_ffdnet_gl,ssim_ffdnet_gl,lpips_ffdnet_gl,kurt_ffdnet_gl,kurt_exc_ffdnet_gl,sigma_r_ffdnet_gl,skew_ffdnet_gl,tail_frac_ffdnet_gl,gain_psnr_ffdnet_gl,psnr_arcnn_pq,ssim_arcnn_pq,lpips_arcnn_pq,kurt_arcnn_pq,kurt_exc_arcnn_pq,sigma_r_arcnn_pq,skew_arcnn_pq,tail_frac_arcnn_pq,gain_psnr_arcnn_pq,psnr_arcnn_gl,ssim_arcnn_gl,lpips_arcnn_gl,kurt_arcnn_gl,kurt_exc_arcnn_gl,sigma_r_arcnn_gl,skew_arcnn_gl,tail_frac_arcnn_gl,gain_psnr_arcnn_gl
0131.png,103,75,2.0224,2.0372,72,11.8674,0.025049,29.2163,0.890271,,3.7940649666277655,6.38758294064689,0.0069580078125,29.6102,0.897849,,3.850733418839424,0.850733418839424,5.831494930442784,0.03597065970042772,0.007568359375,0.3939,29.4394,0.893424,,3.8495132791281166,0.8495132791281166,6.085658300048806,0.05816420941544435,0.007415771484375,0.2231,25.2279,0.847676,,4.257349893000945,1.2573498930009448,8.675723373313234,-0.12448172880142071,0.027374267578125,-3.9884,26.9734,0.823608,,4.445000030839378,1.4450000308393776,9.524731756417108,0.1550848294060344,0.01019287109375,-2.2429,29.4017,0.893955,,3.7985329634870326,0.7985329634870326,6.127364944381184,0.02531618836362939,0.0068817138671875,0.1854,29.4025,0.891666,,3.9465737251945705,0.9465737251945705,6.178663717729131,0.04379447944079649,0.007904052734375,0.1862
0131.png,103,90,3.5117,3.5088,89,6.8343,0.013963,32.1945,0.944289,,3.2851261219576213,3.5606163153573904,0.0045166015625,32.1945,0.944289,,3.2851029582549502,0.28510295825495025,3.5606207818785194,0.0050617709004972845,0.0045166015625,0.0,32.3288,0.946331,,3.347017151328704,0.3470171513287039,3.3665634854475406,0.021379447045459004,0.0048065185546875,0.1343,27.5099,0.869886,,4.246097899595187,1.2460978995951866,8.772616153110441,-0.4788316632928706,0.0143280029296875,-4.6846,27.4695,0.839545,,4.541508674497664,1.5415086744976643,9.263276087999193,0.14685524777893919,0.0108795166015625,-4.725,32.2026,0.945324,,3.4902954272533804,0.4902954272533804,3.52888365957277,-0.009488991708073193,0.0052032470703125,0.0081,31.5928,0.936837,,4.217957222864135,1.2179572228641353,4.349402666016154,0.013397308852088025,0.008056640625,-0.6017
0664.png,104,10,0.2492,0.2583,4,96.2939,0.038122,27.4793,0.706921,,4.1140412754835545,9.721115385924055,0.0082855224609375,28.1684,0.723721,,4.082689221395251,1.0826892213952508,8.81488482449198,0.03880818808189609,0.007904052734375,0.6891,27.9749,0.722688,,4.063303422062569,1.0633034220625692,9.035471922961564,0.03398391884727592,0.0079345703125,0.4956,25.0452,0.665821,,6.409641893794918,3.4096418937949178,11.074457613217504,-0.10665009489320997,0.0185546875,-2.4341,27.6594,0.716481,,4.370856870879888,1.370856870879888,9.403560156872285,0.005935436895643388,0.00958251953125,0.1801,28.2009,0.721986,,4.314672331457865,1.3146723314578654,8.782503912526145,0.05137194485953213,0.00860595703125,0.7216,27.8268,0.718214,,4.060892378574758,1.0608923785747582,9.256738227767976,0.015269965468668913,0.00799560546875,0.3475
0664.png,104,25,0.5767,0.5798,18,41.6135,0.026811,30.2148,0.83337,,4.196844033934863,6.836766104174601,0.0081024169921875,30.7812,0.840992,,4.221668088414681,1.221668088414681,6.2604237962150435,0.002671131405660016,0.0083770751953125,0.5664,30.6659,0.839529,,4.230269791818034,1.230269791818034,6.3682225068403975,0.02623542870961865,0.00799560546875,0.4511,25.0021,0.77011,,7.207974669181204,4.207974669181204,9.53862376807822,-0.5218090805703621,0.02581787109375,-5.2127,29.6579,0.813678,,5.092901388983873,2.092901388983873,7.3900334468571085,0.13866692415191853,0.01190185546875,-0.5569,30.7172,0.842117,,4.309379365217089,1.3093793652170893,6.333476696190587,-0.002394497668805202,0.0081329345703125,0.5024,30.6234,0.840439,,4.265755002082289,1.2657550020822894,6.432941887555449,-0.0004675229398554135,0.008148193359375,0.4086
0664.png,104,50,0.9734,0.9645,40,24.6569,0.02065,32.294,0.892173,,4.092767948902872,5.265635446855328,0.0081329345703125,32.2795,0.892015,,4.093778530419691,1.0937785304196908,5.278279753791091,-0.009049970140894155,0.0081634521484375,-0.0145,32.6215,0.893286,,4.159503787273703,1.159503787273703,4.996064819625095,0.04033673534174464,0.0085906982421875,0.3275,28.2888,0.880386,,3.587091814739841,0.587091814739841,7.578930851794332,0.45601867936611656,0.0077362060546875,-4.0052,30.7345,0.851765,,5.464530637782591,2.464530637782591,6.600377256401055,0.2445518948401683,0.01251220703125,-1.5595,32.6923,0.897591,,4.220132196185354,1.2201321961853537,4.952691672072217,-0.006246910467927595,0.0081787109375,0.3983,32.6805,0.895608,,4.254342141103765,1.2543421411037654,4.96742922174811,0.00991355979403737,0.008575439453125,0.3865
0664.png,104,75,1.5108,1.5186,71,15.8853,0.015931,34.2388,0.928071,,3.9363809629295243,4.062334916392887,0.00732421875,34.8223,0.934392,,3.8229203424704368,0.8229203424704368,3.6638205749086166,0.016676039092214302,0.006805419921875,0.5835,34.4362,0.927305,,4.033196029604723,1.0331960296047233,3.925057610644985,0.012718355921493797,0.0079803466796875,0.1974,27.8584,0.912408,,5.945250739005088,2.945250739005088,5.343629281935831,-0.3473921842702485,0.0645751953125,-6.3804,31.3351,0.871219,,5.913516545569108,2.9135165455691077,6.226026241690872,0.3305658371957739,0.012664794921875,-2.9037,34.4108,0.930676,,4.039766975274187,1.039766975274187,3.949303530959813,-0.07591890427546956,0.00836181640625,0.172,34.5631,0.928869,,4.165867375585604,1.165867375585604,3.870085332933864,0.009074665813725664,0.008087158203125,0.3243
0664.png,104,90,2.5724,2.5801,89,9.3296,0.01039,36.9998,0.960004,,3.409042607725997,2.6493717691641745,0.005279541015625,36.9998,0.960004,,3.40909916738161,0.4090991673816098,2.6493697508577605,-0.025194984899372653,0.005279541015625,0.0,36.9821,0.959141,,3.8506312420058255,0.8506312420058255,2.6542660809741485,-0.040420509585274184,0.0074005126953125,-0.0177,30.8246,0.925366,,3.8468656219181643,0.8468656219181643,6.440691593457509,-0.4161818015544458,0.0073699951171875,-6.1752,31.8177,0.886462,,6.255974896784708,3.255974896784708,5.977152032553423,0.35757620517582245,0.01336669921875,-5.1821,37.0567,0.960926,,3.5960638698369154,0.5960638698369154,2.621397449614346,-0.05516459616438472,0.00604248046875,0.0569,36.9544,0.958076,,4.231525343918882,1.2315253439188822,2.716063119090994,-0.01911952148007735,0.00787353515625,-0.0454
0100.png,105,10,0.1835,0.2334,1,130.7995,0.0302,29.1401,0.831391,,10.728245070884267,7.701093299204406,0.0211944580078125,29.9017,0.857857,,11.240851932663366,8.240851932663366,6.801020547986159,0.12601578058180865,0.02081298828125,0.7616,29.6789,0.847309,,10.046092176948317,7.046092176948317,7.074432040474318,-0.019960149985849465,0.020050048828125,0.5388,22.413,0.618069,,9.834017104714942,6.834017104714942,12.16521706209384,0.019526065182851087,0.029388427734375,-6.7271,29.0423,0.827744,,10.474810456762372,7.474810456762372,7.458807833011322,-0.3991696193378972,0.023651123046875,-0.0978,29.8833,0.862716,,11.47590223154263,8.47590223154263,6.836473466911742,0.12109673298595235,0.021270751953125,0.7432,29.4895,0.844486,,10.657114072573936,7.657114072573936,7.289462744732633,-0.025348807299013558,0.021240234375,0.3494
0100.png,105,25,0.3368,0.3373,10,71.2574,0.019797,33.0725,0.899824,,12.592567400284656,5.0482887098787845,0.022552490234375,34.3752,0.919075,,13.185536334795447,10.185536334795447,4.154460272430015,0.19130808256429577,0.01995849609375,1.3027,33.7793,0.909607,,12.510777431213633,9.510777431213633,4.546582095026466,0.2065562124128286,0.02099609375,0.7068,24.3823,0.783273,,4.340341487154764,1.340341487154764,9.698451963144512,0.583806088408522,0.017242431640625,-8.6902,31.5826,0.874458,,10.329736262898576,7.329736262898576,5.621171624443455,-0.29391170215602697,0.0262908935546875,-1.4899,33.5482,0.908032,,12.874565873599032,9.874565873599032,4.707435892094812,0.32132034869447096,0.021881103515625,0.4757,33.4885,0.906371,,12.76825399994646,9.76825399994646,4.746264843699732,0.279955946813842,0.0215301513671875,0.416
0100.png,105,50,0.5193,0.5226,30,46.2172,0.014775,35.7884,0.935318,,12.677089808074639,3.7677133652133863,0.021697998046875,35.7773,0.935154,,12.614488846051087,9.614488846051087,3.7736391748146496,-0.038176475488281965,0.02166748046875,-0.0111,36.3873,0.939114,,12.454808296128773,9.454808296128773,3.448764138958717,0.10397950166236905,0.020599365234375,0.5989,30.7885,0.867612,,7.661309559666182,4.661309559666182,6.796882319780207,-0.7941439765514681,0.0133514404296875,-4.9999,32.3764,0.891957,,10.339159996336198,7.339159996336198,5.0926771008662834,-0.40058360504935275,0.02685546875,-3.412,36.2373,0.939884,,12.259830126288305,9.259830126288305,3.5406031280511434,0.11383530923771518,0.021270751953125,0.4489,36.2078,0.938199,,12.717473402421028,9.717473402421028,3.5551595229266777,0.19200974836198142,0.0206451416015625,0.4194
0100.png,105,75,0.7921,0.7906,65,30.3004,0.011023,38.1855,0.953388,,11.326364186406387,2.8108431071267583,0.0189971923828125,39.1484,0.958168,,10.009138143508174,7.009138143508174,2.434374709676116,0.06394413570896769,0.0159759521484375,0.9629,38.3268,0.951956,,10.615349600732696,7.615349600732696,2.736656474002285,-0.02384232708443082,0.0184326171875,0.1413,26.3577,0.788095,,4.76567915877026,1.7656791587702596,6.05887224239506,-0.6849705191946306,0.0613250732421875,-11.8278,32.763,0.899391,,10.516824439644889,7.516824439644889,4.860197655494577,-0.4572019605539161,0.02789306640625,-5.4225,37.7866,0.948014,,9.99013608749004,6.99013608749004,2.970150342451754,-0.2489968505794808,0.019927978515625,-0.3989,38.2258,0.953648,,11.40778348983076,8.40778348983076,2.792030008545446,0.1493251312848454,0.01800537109375,0.0403
0100.png,105,90,1.4505,1.4575,88,16.5465,0.007159,41.4458,0.97075,,6.235143822932643,1.8254369512678734,0.01385498046875,41.4455,0.97075,,6.234568384384822,3.234568384384822,1.8255183411416405,-0.048659533604132416,0.01385498046875,-0.0003,40.7728,0.966386,,7.786382172257315,4.786382172257315,2.007439006379371,-0.15651125128555876,0.0146484375,-0.673,30.5425,0.884111,,2.773720628498216,-0.2262793715017839,7.2963329852629295,-0.28773313199521816,0.0032806396484375,-10.9033,33.0648,0.90655,,10.698298677942217,7.698298677942217,4.709692166956875,-0.4797556804918631,0.0280609130859375,-8.381,40.3241,0.967126,,9.147074368113282,6.147074368113282,2.1719258646101487,0.11209298763474651,0.016387939453125,-1.1217,40.3714,0.96813,,10.711940177197247,7.711940177197247,2.1510760201440933,0.07259291800301278,0.0164642333984375,-1.0744
0373.png,106,10,0.3692,0.371,5,64.9998,0.049478,24.438,0.814334,,8.74903411122882,12.616972229724745,0.019378662109375,25.5278,0.851432,,9.410390824053788,6.410390824053788,10.323694033221983,0.25434976293535005,0.019622802734375,1.0898,25.3388,0.844202,,9.431990131849565,6.431990131849565,10.640750530776263,0.10878034205729295,0.0197906494140625,0.9008,22.7095,0.772843,,10.312512803310511,7.312512803310511,14.930890470743535,1.2313530833190565,0.0254364013671875,-1.7285,24.9727,0.843957,,8.507422313003715,5.507422313003715,11.259749825073069,-0.2945221145856811,0.02337646484375,0.5347,25.4238,0.852332,,9.419032596767149,6.419032596767149,10.560512010527322,0.46200086293556536,0.0212249755859375,0.9858,24.8385,0.828821,,8.516862798491298,5.516862798491298,11.75229722795372,0.17861363591383717,0.019500732421875,0.4005
0373.png,106,25,0.7317,0.7286,18,32.8015,0.03524,27.325,0.873991,,9.260696856266541,8.986238530024202,0.0201568603515625,29.2135,0.905752,,11.43404481474506,8.43404481474506,6.077048883098121,-0.1362221440274873,0.020111083984375,1.8885,28.4056,0.893589,,11.3517072149735,8.3517072149735,7.316703045846856,0.0881671106581765,0.02001953125,1.0806,24.5198,0.861602,,8.854634586380868,5.854634586380868,11.242397938166636,0.6368881406000302,0.023956298828125,-2.8052,27.4058,0.886973,,10.451972078193153,7.451972078193153,8.500829675170385,-0.37304825160398647,0.0252838134765625,0.0808,28.0655,0.889708,,10.115397792150814,7.115397792150814,7.863900499403844,0.14276975003590658,0.0212249755859375,0.7405,27.8261,0.884583,,9.537939597601017,6.537939597601017,8.221296231064443,0.10648869478571396,0.0216522216796875,0.5011
0373.png,106,50,1.1354,1.1343,39,21.1381,0.02696,29.6287,0.917615,,9.397459677382066,6.87477826074253,0.0191192626953125,29.6225,0.917281,,9.366848230757222,6.366848230757222,6.883205763918132,0.09214205483590106,0.019073486328125,-0.0062,30.5735,0.929954,,11.546727758452775,8.546727758452775,5.7580453671478455,0.11323227400625652,0.0193328857421875,0.9448,27.6487,0.913152,,6.511554745707563,3.5115547457075627,8.98414792675331,1.014763484288692,0.0117034912109375,-1.98,28.815,0.91899,,11.055978987927421,8.055978987927421,7.533698423806638,-0.35695552781115447,0.0255126953125,-0.8137,30.237,0.926214,,9.18206922116407,6.18206922116407,6.165337930009692,0.15313242168492006,0.0190277099609375,0.6083,30.2647,0.926952,,9.662049545114197,6.662049545114197,6.138788775915588,0.2064608583336291,0.019561767578125,0.636
0373.png,106,75,1.671,1.686,70,14.3626,0.019603,31.9498,0.941415,,7.1563512445413675,4.998666396664767,0.0180511474609375,33.4255,0.953043,,8.048207362268162,5.048207362268162,3.6060134947571427,0.11426705769013272,0.018218994140625,1.4757,32.7298,0.948668,,7.520415093636926,4.520415093636926,4.242700607538365,0.07275605019670295,0.018890380859375,0.78,27.1059,0.927013,,10.543008203483163,7.543008203483163,6.469226271165234,-0.14825422279755204,0.0395965576171875,-4.8439,29.4894,0.930309,,11.225152958084722,8.225152958084722,7.159925669986314,-0.4418103471695181,0.0259552001953125,-2.4604,32.1712,0.944507,,7.387870761486721,4.387870761486721,4.768225319309233,0.05756151777756453,0.01806640625,0.2214,32.3779,0.948138,,8.918496253273346,5.9184962532733465,4.619001630828083,0.13634022079314387,0.0202789306640625,0.4281
0373.png,106,90,2.7361,2.7372,88,8.7716,0.010813,35.2558,0.966099,,9.044968883021518,2.7573076907013667,0.0123443603515625,35.2557,0.966099,,9.04444220718494,6.0444422071849395,2.7573483675418067,0.13964743680326627,0.0123443603515625,-0.0001,35.6278,0.968244,,8.492167295407992,5.492167295407992,2.4235354194078065,0.12273435631915519,0.0114288330078125,0.372,29.5898,0.93876,,8.21384348265841,5.21384348265841,7.752022308903645,-1.1729048570303007,0.0180511474609375,-5.666,29.8806,0.939297,,11.746774530549473,8.746774530549473,7.021840254707447,-0.4952433343611918,0.026580810546875,-5.3752,35.0461,0.966301,,8.585679327375892,5.5856793273758925,2.972473407393409,0.3276649275130626,0.014984130859375,-0.2097,34.5552,0.967582,,13.586262413059858,10.586262413059858,3.3704914641004553,0.2275881821385737,0.0210113525390625,-0.7006
0088.png,107,10,0.4008,0.4108,6,59.8844,0.04506,25.1215,0.795125,,6.063975769213545,11.490330350808026,0.01470947265625,25.8846,0.814352,,6.233303172699,3.2333031726990002,10.020267577926436,0.23772712967342843,0.0143890380859375,0.7631,25.7478,0.81301,,6.0789128813568425,3.0789128813568425,10.20582202638122,0.1576152335198253,0.0145416259765625,0.6263,21.8701,0.714037,,6.782559676449521,3.7825596764495213,16.045226247668545,0.8574737218642627,0.0280303955078125,-3.2514,25.1134,0.786594,,5.590266261884857,2.5902662618848566,11.097618109172236,0.028170899086832613,0.0150604248046875,-0.0081,25.8134,0.816101,,6.191615216204382,3.191615216204382,10.13354091365747,0.22071445475919818,0.0147552490234375,0.6919,25.4499,0.805563,,5.976296758205108,2.976296758205108,10.836139622215915,0.13377380546622653,0.0149688720703125,0.3284
0088.png,107,25,0.7628,0.7612,19,31.4611,0.031235,28.2898,0.873897,,5.848708687848196,7.965044000168246,0.015838623046875,29.3518,0.890513,,5.875646190284874,2.875646190284874,6.5177498742038775,0.02864832315835012,0.0149993896484375,1.062,28.9416,0.882297,,5.919924444555438,2.9199244445554378,7.019149506709099,0.11052018820957855,0.0150299072265625,0.6518,24.2559,0.79997,,5.629215766571124,2.629215766571124,11.589446286316502,-0.17957816197723783,0.0159759521484375,-4.0339,27.5038,0.846015,,5.8575323947104,2.8575323947104003,8.669594711679519,0.06287845494446108,0.0160980224609375,-0.786,28.7336,0.880706,,6.055786176428584,3.055786176428584,7.3508841164392855,0.08889298569115091,0.0153350830078125,0.4438,28.6263,0.879715,,5.895436105533301,2.8954361055333013,7.494127459993319,0.07153452776900156,0.015472412109375,0.3365
0088.png,107,50,1.192,1.1885,42,20.1337,0.023757,30.52,0.910415,,5.514353878544359,6.05809029451667,0.0142669677734375,30.5151,0.91036,,5.5118118720576845,2.5118118720576845,6.063759579927382,0.046159614866061544,0.01434326171875,-0.0049,31.0873,0.913956,,5.503613818404207,2.503613818404207,5.384476888944079,0.16230938475354584,0.013641357421875,0.5673,28.3748,0.902404,,3.9614921187933145,0.9614921187933145,8.453144879041126,0.125956051557676,0.007965087890625,-2.1452,28.7368,0.871022,,6.160225494923342,3.160225494923342,7.650544701245033,0.13529634403670582,0.0157318115234375,-1.7832,30.8613,0.91303,,5.4342324325205436,2.4342324325205436,5.693513112619528,0.1496048805494984,0.013763427734375,0.3413,30.8296,0.913274,,5.642582304735683,2.642582304735683,5.706327608342516,0.14178786540738417,0.0141143798828125,0.3096
0088.png,107,75,1.7656,1.7814,71,13.5934,0.017527,32.6558,0.937799,,5.023123745263184,4.46936341926794,0.0123443603515625,33.3286,0.942604,,4.754919759305557,1.7549197593055572,3.852519236145722,0.09854109093703697,0.0110931396484375,0.6728,32.9576,0.936786,,4.944300707505396,1.9443007075053957,4.144441409093536,0.1341956096335543,0.0118255615234375,0.3018,27.1972,0.912431,,4.463853156538975,1.463853156538975,6.717999772452681,0.03572343154693758,0.03729248046875,-5.4586,29.4632,0.8847,,6.461204213738865,3.461204213738865,7.153525957286876,0.16850992618060476,0.0158233642578125,-3.1926,32.4355,0.931037,,5.34231483239212,2.3423148323921197,4.67410185132169,0.04448236336873842,0.01226806640625,-0.2203,32.795,0.937289,,5.363899925585799,2.363899925585799,4.331525917126973,0.12293943974060151,0.012115478515625,0.1392
0088.png,107,90,2.9029,2.8627,88,8.2676,0.010781,35.506,0.961261,,3.8439894198453173,2.7490503372785913,0.0074310302734375,35.506,0.961261,,3.843873916103572,0.843873916103572,2.749084621385719,0.021873859190462905,0.0074310302734375,0.0,35.3477,0.957082,,4.334992351891283,1.334992351891283,2.818454430462701,0.05333599659417875,0.009490966796875,-0.1583,29.8756,0.932259,,3.7359193873115486,0.7359193873115486,7.516766234387591,0.040324010395053546,0.0060882568359375,-5.6304,30.0182,0.894543,,6.789818584646375,3.789818584646375,6.887086196063811,0.19038111740079605,0.0162506103515625,-5.4878,34.8584,0.95149,,5.143847948112085,2.143847948112085,3.2305066331034062,-0.22656648738299331,0.0106353759765625,-0.6476,35.0103,0.956763,,6.0153857376721795,3.0153857376721795,3.1181171907587184,0.00010411725361255872,0.0109100341796875,-0.4957
0459.png,108,10,0.2887,0.296,4,83.1411,0.038869,26.2636,0.827773,,11.606241028953123,9.911583602930913,0.0218658447265625,27.021,0.852536,,13.88634883387821,10.88634883387821,8.591928380661452,-0.007098674091357386,0.0213775634765625,0.7574,26.8979,0.846281,,12.992608708128847,9.992608708128847,8.827632539210201,-0.06878187049055728,0.02142333984375,0.6343,22.2104,0.753488,,14.500015685203511,11.500015685203511,13.974064657520145,-0.032658404169578645,0.027374267578125,-4.0532,26.3681,0.842838,,11.739766631380878,8.739766631380878,9.795774760194046,-0.44058948487507366,0.020751953125,0.1045,26.8775,0.85267,,13.803536588453529,10.803536588453529,8.856666939670907,0.05637876333975879,0.0217437744140625,0.6139,26.6045,0.839253,,11.957244068111603,8.957244068111603,9.31114226084151,-0.0008439006484823119,0.021575927734375,0.3409
0459.png,108,25,0.5389,0.5338,16,44.5369,0.02584,29.6571,0.895235,,13.447105621798858,6.58918824853054,0.0219268798828125,30.7677,0.914909,,15.999918356398098,12.999918356398098,5.264922872852063,-0.029384978687264973,0.020843505859375,1.1106,30.3492,0.906578,,16.22869368953066,13.228693689530662,5.771541607147377,-0.004263795761931461,0.0208740234375,0.6921,25.8695,0.858515,,12.115390685593239,9.115390685593239,10.858106529346168,-0.5128745834561571,0.02081298828125,-3.7876,28.878,0.89606,,13.563009667689744,10.563009667689744,7.572410193425356,-0.5404308981544146,0.020782470703125,-0.7791,30.07,0.904569,,15.102532908371705,12.102532908371705,6.110282888112071,0.03954985369635663,0.0208740234375,0.4129,30.0326,0.90295,,14.752944855066517,11.752944855066517,6.1336776358046805,-0.003590439508237729,0.0215606689453125,0.3755
0459.png,108,50,0.8213,0.8196,38,29.2224,0.019235,31.8646,0.92653,,11.753741899334676,4.904814667660705,0.0230560302734375,31.8547,0.926442,,11.674649974991837,8.674649974991837,4.915757346911673,0.03504816082145009,0.0229034423828125,-0.0099,32.5266,0.933612,,12.871074776363097,9.871074776363097,4.281721122847941,0.003007618973336158,0.0219268798828125,0.662,29.27,0.918654,,6.891723486190485,3.891723486190485,7.626837564508945,-0.20205209257994972,0.0112152099609375,-2.5946,30.0191,0.918956,,14.206240125627552,11.206240125627552,6.810808456316889,-0.5457530092542681,0.0196380615234375,-1.8455,32.201,0.931409,,14.546448947959247,11.546448947959247,4.579044308366342,0.10205972653789512,0.0216827392578125,0.3364,32.245,0.932313,,14.693831125764035,11.693831125764035,4.535682667363621,-0.0031372367267032504,0.0217132568359375,0.3804
0459.png,108,75,1.2188,1.2076,69,19.6923,0.013472,34.2112,0.948487,,9.62430604755126,3.4353120761396068,0.0224151611328125,34.8449,0.953773,,9.827966647884244,6.827966647884244,2.9168524835433534,0.01540121406048834,0.0206146240234375,0.6337,34.6008,0.951773,,9.971173191390124,6.971173191390124,3.13746777019182,-0.0679737962524799,0.0207672119140625,0.3896,25.9629,0.914718,,13.284205536772117,10.284205536772117,5.699408800516569,-0.2182476333301069,0.080780029296875,-8.2483,30.7909,0.931974,,15.645873789707123,12.645873789707123,6.405539448046942,-0.5739166816804093,0.0192718505859375,-3.4203,34.1272,0.948835,,13.408578233226857,10.408578233226857,3.5054317367289367,0.2142444168646521,0.02044677734375,-0.084,34.3992,0.952076,,16.956805685517253,13.956805685517253,3.2967583223127113,0.12175316808033305,0.0198974609375,0.188
0459.png,108,90,2.0093,2.007,88,11.9447,0.007792,37.1387,0.968018,,6.790971559901183,1.9869834279261918,0.017608642578125,37.1386,0.968018,,6.791833323480411,3.791833323480411,1.9870642591127212,0.02073013318665546,0.017578125,-0.0001,36.9616,0.967901,,8.28797058079821,5.287970580798209,2.135775303675883,-0.12621632537458935,0.0183563232421875,-0.1771,27.3247,0.938277,,2.806758503012536,-0.19324149698746407,10.4184128151695,0.20137287421874878,0.00262451171875,-9.814,31.2554,0.941801,,16.452056053171162,13.452056053171162,6.250309130080428,-0.6399732435238498,0.0195159912109375,-5.8833,36.7065,0.96689,,13.965840105864432,10.965840105864432,2.2914648439764123,0.0694893691721939,0.0173797607421875,-0.4322,36.5782,0.968428,,33.73032098513093,30.73032098513093,2.3975534413739195,0.3506649229710773,0.017913818359375,-0.5605
0331.png,109,10,0.2034,0.2301,1,117.9766,0.025307,26.8795,0.752324,,5.137074242600819,6.453215559120669,0.010040283203125,27.2087,0.779725,,5.947262935046241,2.9472629350462407,5.696217027110553,0.2880850181978006,0.0100860595703125,0.3292,27.1069,0.769452,,5.204784554406265,2.204784554406265,5.908916227298159,0.2167208541900043,0.0092010498046875,0.2274,23.3969,0.736534,,6.348927756149673,3.3489277561496733,8.072964228207832,0.2704765518119992,0.0495452880859375,-3.4826,26.7799,0.77299,,9.734782036180196,6.734782036180196,6.631275815237578,0.6523251384436733,0.0126800537109375,-0.0996,27.2389,0.783326,,6.448322971038953,3.4483229710389534,5.635748457776974,0.376342219185998,0.0110321044921875,0.3594,27.0315,0.763965,,5.258435392609803,2.258435392609803,6.110492670308189,0.2315783213740991,0.0096282958984375,0.152
0331.png,109,25,0.4191,0.4169,15,57.27,0.015521,30.2227,0.85721,,5.918152829995883,3.957871350762262,0.010986328125,30.4707,0.867561,,7.47491515218705,4.47491515218705,3.5403345036810356,0.3907966376549595,0.01019287109375,0.248,30.3821,0.863737,,6.663015225212117,3.663015225212117,3.6848618159211695,0.3256875958795028,0.010040283203125,0.1594,27.8404,0.841252,,5.777918072726443,2.777918072726443,6.404064083368099,-0.8048510763433598,0.0261077880859375,-2.3823,29.54,0.855394,,17.683319173692908,14.683319173692908,5.053824296056496,1.280070686429735,0.0122222900390625,-0.6827,30.4028,0.865437,,6.123694688184273,3.1236946881842726,3.6597055304234827,0.33348544832419363,0.0101470947265625,0.1801,30.3628,0.863618,,6.432322725595906,3.432322725595906,3.7256966918628645,0.3428887516332027,0.010406494140625,0.1401
0331.png,109,50,0.6882,0.6816,37,34.8743,0.011165,32.2437,0.902124,,6.130043000600674,2.846970849027159,0.0108642578125,32.24,0.902004,,6.109561365689517,3.109561365689517,2.8516691362241446,0.22396835636802415,0.0108795166015625,-0.0037,32.3289,0.904464,,6.8595531867510235,3.8595531867510235,2.7276573090236944,0.2897530367460021,0.010833740234375,0.0852,30.0685,0.898181,,2.4114801531928065,-0.5885198468071935,5.7360231570090905,-0.13453413528522723,0.0014495849609375,-2.1752,30.9796,0.888845,,23.387899094305343,20.387899094305343,4.524866672683042,1.6768003777042806,0.01171875,-1.2641,32.356,0.905419,,6.155469170764522,3.1554691707645217,2.697401232586735,0.24892318129529836,0.0101318359375,0.1123,32.3565,0.905956,,6.8412313545803025,3.8412313545803025,2.6963193329171626,0.36455952406920855,0.0108184814453125,0.1128
0331.png,109,75,1.0661,1.0602,69,22.5113,0.008352,33.9739,0.93052,,6.536796064487232,2.129705128829273,0.01025390625,34.1123,0.93308,,6.6876098498290695,3.6876098498290695,1.9509880807283748,0.1451054085458851,0.010101318359375,0.1384,34.0103,0.930811,,7.077657255135413,4.077657255135413,2.097537165788219,0.19337559668925766,0.0112152099609375,0.0364,27.1306,0.90583,,5.628893919532884,2.628893919532884,3.4914095941461265,-0.35191439221429466,0.39239501953125,-6.8433,32.0253,0.908378,,26.146056386700682,23.146056386700682,4.281773259682005,1.8101201346385716,0.011199951171875,-1.9486,34.0005,0.931218,,6.621918779776685,3.621918779776685,2.1147522978237254,0.15435072943610387,0.0106048583984375,0.0266,34.0656,0.932412,,7.243886191208415,4.243886191208415,2.0372274318191903,0.2875124150207996,0.0110931396484375,0.0917
